Puzzle_ID,Model_Name,Run #,Is_Correct
out_p04_vadversarial,mixtral-8x7b-ins,1,0
out_p04_vadversarial,mixtral-8x7b-ins,2,0
out_p04_vadversarial,mixtral-8x7b-ins,3,0
out_p04_vadversarial,mixtral-8x7b-ins,4,0
out_p04_vadversarial,mixtral-8x7b-ins,5,0
out_p04_vadversarial,mixtral-8x7b-ins,6,0
out_p04_vadversarial,mixtral-8x7b-ins,7,0
out_p04_vadversarial,mixtral-8x7b-ins,8,0
out_p04_vadversarial,mixtral-8x7b-ins,9,0
out_p04_vcommon,mixtral-8x7b-ins,0,0
out_p04_vcommon,mixtral-8x7b-ins,1,0
out_p04_vcommon,mixtral-8x7b-ins,2,0
out_p04_vcommon,mixtral-8x7b-ins,3,0
out_p04_vcommon,mixtral-8x7b-ins,4,0
out_p04_vcommon,mixtral-8x7b-ins,5,0
out_p04_vcommon,mixtral-8x7b-ins,6,0
out_p04_vcommon,mixtral-8x7b-ins,7,0
out_p04_vcommon,mixtral-8x7b-ins,8,0
out_p04_vcommon,mixtral-8x7b-ins,9,0
out_p04_vlinguistic_obfuscation,mixtral-8x7b-ins,0,0
out_p04_vlinguistic_obfuscation,mixtral-8x7b-ins,1,0
out_p04_vlinguistic_obfuscation,mixtral-8x7b-ins,2,0
out_p04_vlinguistic_obfuscation,mixtral-8x7b-ins,3,0
out_p04_vlinguistic_obfuscation,mixtral-8x7b-ins,4,0
out_p04_vlinguistic_obfuscation,mixtral-8x7b-ins,5,0
out_p04_vlinguistic_obfuscation,mixtral-8x7b-ins,6,0
out_p04_vlinguistic_obfuscation,mixtral-8x7b-ins,7,0
out_p04_vlinguistic_obfuscation,mixtral-8x7b-ins,8,0
out_p04_vlinguistic_obfuscation,mixtral-8x7b-ins,9,0
out_p04_vmath,mixtral-8x7b-ins,0,0
out_p04_vmath,mixtral-8x7b-ins,1,0
out_p04_vmath,mixtral-8x7b-ins,2,0
out_p04_vmath,mixtral-8x7b-ins,3,0
out_p04_vmath,mixtral-8x7b-ins,4,0
out_p04_vmath,mixtral-8x7b-ins,5,0
out_p04_vmath,mixtral-8x7b-ins,6,0
out_p04_vmath,mixtral-8x7b-ins,7,0
out_p04_vmath,mixtral-8x7b-ins,8,0
out_p04_vmath,mixtral-8x7b-ins,9,0
out_p04_vparametrization,mixtral-8x7b-ins,0,0
out_p04_vparametrization,mixtral-8x7b-ins,1,0
out_p04_vparametrization,mixtral-8x7b-ins,2,0
out_p04_vparametrization,mixtral-8x7b-ins,3,0
out_p04_vparametrization,mixtral-8x7b-ins,4,0
out_p04_vparametrization,mixtral-8x7b-ins,5,0
out_p04_vparametrization,mixtral-8x7b-ins,6,0
out_p04_vparametrization,mixtral-8x7b-ins,7,0
out_p04_vparametrization,mixtral-8x7b-ins,8,0
out_p04_vparametrization,mixtral-8x7b-ins,9,0
out_p05_vadversarial,mixtral-8x7b-ins,0,0
out_p05_vadversarial,mixtral-8x7b-ins,1,0
out_p05_vadversarial,mixtral-8x7b-ins,2,1
out_p05_vadversarial,mixtral-8x7b-ins,3,0
out_p05_vadversarial,mixtral-8x7b-ins,4,0
out_p05_vadversarial,mixtral-8x7b-ins,5,0
out_p05_vadversarial,mixtral-8x7b-ins,6,0
out_p05_vadversarial,mixtral-8x7b-ins,7,0
out_p05_vadversarial,mixtral-8x7b-ins,8,0
out_p05_vadversarial,mixtral-8x7b-ins,9,0
out_p05_vcommon,mixtral-8x7b-ins,0,1
out_p05_vcommon,mixtral-8x7b-ins,1,1
out_p05_vcommon,mixtral-8x7b-ins,2,1
out_p05_vcommon,mixtral-8x7b-ins,3,1
out_p05_vcommon,mixtral-8x7b-ins,4,1
out_p05_vcommon,mixtral-8x7b-ins,5,1
out_p05_vcommon,mixtral-8x7b-ins,6,1
out_p05_vcommon,mixtral-8x7b-ins,7,1
out_p05_vcommon,mixtral-8x7b-ins,8,0
out_p05_vcommon,mixtral-8x7b-ins,9,1
out_p05_vlinguistic_obfuscation,mixtral-8x7b-ins,0,0
out_p05_vlinguistic_obfuscation,mixtral-8x7b-ins,1,0
out_p05_vlinguistic_obfuscation,mixtral-8x7b-ins,2,0
out_p05_vlinguistic_obfuscation,mixtral-8x7b-ins,3,0
out_p05_vlinguistic_obfuscation,mixtral-8x7b-ins,4,0
out_p05_vlinguistic_obfuscation,mixtral-8x7b-ins,5,0
out_p05_vlinguistic_obfuscation,mixtral-8x7b-ins,6,0
out_p05_vlinguistic_obfuscation,mixtral-8x7b-ins,7,1
out_p05_vlinguistic_obfuscation,mixtral-8x7b-ins,8,0
out_p05_vlinguistic_obfuscation,mixtral-8x7b-ins,9,0
out_p05_vmath,mixtral-8x7b-ins,0,1
out_p05_vmath,mixtral-8x7b-ins,1,0
out_p05_vmath,mixtral-8x7b-ins,2,0
out_p05_vmath,mixtral-8x7b-ins,3,1
out_p05_vmath,mixtral-8x7b-ins,4,0
out_p05_vmath,mixtral-8x7b-ins,5,0
out_p05_vmath,mixtral-8x7b-ins,6,0
out_p05_vmath,mixtral-8x7b-ins,7,0
out_p05_vmath,mixtral-8x7b-ins,8,0
out_p05_vmath,mixtral-8x7b-ins,9,0
out_p05_vparametrization,mixtral-8x7b-ins,0,0
out_p05_vparametrization,mixtral-8x7b-ins,1,0
out_p05_vparametrization,mixtral-8x7b-ins,2,0
out_p05_vparametrization,mixtral-8x7b-ins,3,0
out_p05_vparametrization,mixtral-8x7b-ins,4,0
out_p05_vparametrization,mixtral-8x7b-ins,5,0
out_p05_vparametrization,mixtral-8x7b-ins,6,0
out_p05_vparametrization,mixtral-8x7b-ins,7,0
out_p05_vparametrization,mixtral-8x7b-ins,8,0
out_p05_vparametrization,mixtral-8x7b-ins,9,0
out_p06_vadversarial,mixtral-8x7b-ins,0,0
out_p06_vadversarial,mixtral-8x7b-ins,1,0
out_p06_vadversarial,mixtral-8x7b-ins,2,0
out_p06_vadversarial,mixtral-8x7b-ins,3,0
out_p06_vadversarial,mixtral-8x7b-ins,4,0
out_p06_vadversarial,mixtral-8x7b-ins,5,0
out_p06_vadversarial,mixtral-8x7b-ins,6,0
out_p06_vadversarial,mixtral-8x7b-ins,7,0
out_p06_vadversarial,mixtral-8x7b-ins,8,0
out_p06_vadversarial,mixtral-8x7b-ins,9,0
out_p06_vcommon,mixtral-8x7b-ins,0,0
out_p06_vcommon,mixtral-8x7b-ins,1,1
out_p06_vcommon,mixtral-8x7b-ins,2,0
out_p06_vcommon,mixtral-8x7b-ins,3,0
out_p06_vcommon,mixtral-8x7b-ins,4,0
out_p06_vcommon,mixtral-8x7b-ins,5,0
out_p06_vcommon,mixtral-8x7b-ins,6,0
out_p06_vcommon,mixtral-8x7b-ins,7,0
out_p06_vcommon,mixtral-8x7b-ins,8,0
out_p06_vcommon,mixtral-8x7b-ins,9,0
out_p06_vlinguistic_obfuscation,mixtral-8x7b-ins,0,0
out_p06_vlinguistic_obfuscation,mixtral-8x7b-ins,1,0
out_p06_vlinguistic_obfuscation,mixtral-8x7b-ins,2,0
out_p06_vlinguistic_obfuscation,mixtral-8x7b-ins,3,0
out_p06_vlinguistic_obfuscation,mixtral-8x7b-ins,4,0
out_p06_vlinguistic_obfuscation,mixtral-8x7b-ins,5,0
out_p06_vlinguistic_obfuscation,mixtral-8x7b-ins,6,1
out_p06_vlinguistic_obfuscation,mixtral-8x7b-ins,7,0
out_p06_vlinguistic_obfuscation,mixtral-8x7b-ins,8,0
out_p06_vlinguistic_obfuscation,mixtral-8x7b-ins,9,0
out_p06_vmath,mixtral-8x7b-ins,0,1
out_p06_vmath,mixtral-8x7b-ins,1,1
out_p06_vmath,mixtral-8x7b-ins,2,0
out_p06_vmath,mixtral-8x7b-ins,3,0
out_p06_vmath,mixtral-8x7b-ins,4,0
out_p06_vmath,mixtral-8x7b-ins,5,0
out_p06_vmath,mixtral-8x7b-ins,6,0
out_p06_vmath,mixtral-8x7b-ins,7,1
out_p06_vmath,mixtral-8x7b-ins,8,1
out_p06_vmath,mixtral-8x7b-ins,9,0
out_p06_vparametrization,mixtral-8x7b-ins,0,0
out_p06_vparametrization,mixtral-8x7b-ins,1,1
out_p06_vparametrization,mixtral-8x7b-ins,2,0
out_p06_vparametrization,mixtral-8x7b-ins,3,0
out_p06_vparametrization,mixtral-8x7b-ins,4,0
out_p06_vparametrization,mixtral-8x7b-ins,5,0
out_p06_vparametrization,mixtral-8x7b-ins,6,0
out_p06_vparametrization,mixtral-8x7b-ins,7,0
out_p06_vparametrization,mixtral-8x7b-ins,8,0
out_p06_vparametrization,mixtral-8x7b-ins,9,0
out_p07_vadversarial,mixtral-8x7b-ins,0,0
out_p07_vadversarial,mixtral-8x7b-ins,1,0
out_p07_vadversarial,mixtral-8x7b-ins,2,0
out_p07_vadversarial,mixtral-8x7b-ins,3,0
out_p07_vadversarial,mixtral-8x7b-ins,4,0
out_p07_vadversarial,mixtral-8x7b-ins,5,0
out_p07_vadversarial,mixtral-8x7b-ins,6,0
out_p07_vadversarial,mixtral-8x7b-ins,7,0
out_p07_vadversarial,mixtral-8x7b-ins,8,0
out_p07_vadversarial,mixtral-8x7b-ins,9,0
out_p07_vcommon,mixtral-8x7b-ins,0,0
out_p07_vcommon,mixtral-8x7b-ins,1,0
out_p07_vcommon,mixtral-8x7b-ins,2,1
out_p07_vcommon,mixtral-8x7b-ins,3,1
out_p07_vcommon,mixtral-8x7b-ins,4,0
out_p07_vcommon,mixtral-8x7b-ins,5,0
out_p07_vcommon,mixtral-8x7b-ins,6,1
out_p07_vcommon,mixtral-8x7b-ins,7,0
out_p07_vcommon,mixtral-8x7b-ins,8,0
out_p07_vcommon,mixtral-8x7b-ins,9,0
out_p07_vlinguistic_obfuscation,mixtral-8x7b-ins,0,0
out_p07_vlinguistic_obfuscation,mixtral-8x7b-ins,1,0
out_p07_vlinguistic_obfuscation,mixtral-8x7b-ins,2,0
out_p07_vlinguistic_obfuscation,mixtral-8x7b-ins,3,0
out_p07_vlinguistic_obfuscation,mixtral-8x7b-ins,4,0
out_p07_vlinguistic_obfuscation,mixtral-8x7b-ins,5,0
out_p07_vlinguistic_obfuscation,mixtral-8x7b-ins,6,0
out_p07_vlinguistic_obfuscation,mixtral-8x7b-ins,7,0
out_p07_vlinguistic_obfuscation,mixtral-8x7b-ins,8,0
out_p07_vlinguistic_obfuscation,mixtral-8x7b-ins,9,0
out_p07_vmath,mixtral-8x7b-ins,0,0
out_p07_vmath,mixtral-8x7b-ins,1,1
out_p07_vmath,mixtral-8x7b-ins,2,1
out_p07_vmath,mixtral-8x7b-ins,3,1
out_p07_vmath,mixtral-8x7b-ins,4,1
out_p07_vmath,mixtral-8x7b-ins,5,0
out_p07_vmath,mixtral-8x7b-ins,6,0
out_p07_vmath,mixtral-8x7b-ins,7,1
out_p07_vmath,mixtral-8x7b-ins,8,0
out_p07_vmath,mixtral-8x7b-ins,9,1
out_p07_vparametrization,mixtral-8x7b-ins,0,0
out_p07_vparametrization,mixtral-8x7b-ins,1,1
out_p07_vparametrization,mixtral-8x7b-ins,2,0
out_p07_vparametrization,mixtral-8x7b-ins,3,0
out_p07_vparametrization,mixtral-8x7b-ins,4,0
out_p07_vparametrization,mixtral-8x7b-ins,5,0
out_p07_vparametrization,mixtral-8x7b-ins,6,0
out_p07_vparametrization,mixtral-8x7b-ins,7,0
out_p07_vparametrization,mixtral-8x7b-ins,8,0
out_p07_vparametrization,mixtral-8x7b-ins,9,0
out_p08_vadversarial,mixtral-8x7b-ins,0,0
out_p08_vadversarial,mixtral-8x7b-ins,1,0
out_p08_vadversarial,mixtral-8x7b-ins,2,0
out_p08_vadversarial,mixtral-8x7b-ins,3,0
out_p08_vadversarial,mixtral-8x7b-ins,4,1
out_p08_vadversarial,mixtral-8x7b-ins,5,0
out_p08_vadversarial,mixtral-8x7b-ins,6,1
out_p08_vadversarial,mixtral-8x7b-ins,7,0
out_p08_vadversarial,mixtral-8x7b-ins,8,0
out_p08_vadversarial,mixtral-8x7b-ins,9,0
out_p08_vcommon,mixtral-8x7b-ins,0,0
out_p08_vcommon,mixtral-8x7b-ins,1,1
out_p08_vcommon,mixtral-8x7b-ins,2,1
out_p08_vcommon,mixtral-8x7b-ins,3,0
out_p08_vcommon,mixtral-8x7b-ins,4,1
out_p08_vcommon,mixtral-8x7b-ins,5,1
out_p08_vcommon,mixtral-8x7b-ins,6,0
out_p08_vcommon,mixtral-8x7b-ins,7,1
out_p08_vcommon,mixtral-8x7b-ins,8,0
out_p08_vcommon,mixtral-8x7b-ins,9,1
out_p08_vlinguistic_obfuscation,mixtral-8x7b-ins,0,0
out_p08_vlinguistic_obfuscation,mixtral-8x7b-ins,1,1
out_p08_vlinguistic_obfuscation,mixtral-8x7b-ins,2,1
out_p08_vlinguistic_obfuscation,mixtral-8x7b-ins,3,0
out_p08_vlinguistic_obfuscation,mixtral-8x7b-ins,4,1
out_p08_vlinguistic_obfuscation,mixtral-8x7b-ins,5,1
out_p08_vlinguistic_obfuscation,mixtral-8x7b-ins,6,1
out_p08_vlinguistic_obfuscation,mixtral-8x7b-ins,7,0
out_p08_vlinguistic_obfuscation,mixtral-8x7b-ins,8,1
out_p08_vlinguistic_obfuscation,mixtral-8x7b-ins,9,0
out_p08_vmath,mixtral-8x7b-ins,0,0
out_p08_vmath,mixtral-8x7b-ins,1,0
out_p08_vmath,mixtral-8x7b-ins,2,1
out_p08_vmath,mixtral-8x7b-ins,3,1
out_p08_vmath,mixtral-8x7b-ins,4,1
out_p08_vmath,mixtral-8x7b-ins,5,1
out_p08_vmath,mixtral-8x7b-ins,6,1
out_p08_vmath,mixtral-8x7b-ins,7,1
out_p08_vmath,mixtral-8x7b-ins,8,1
out_p08_vmath,mixtral-8x7b-ins,9,1
out_p08_vparametrization,mixtral-8x7b-ins,0,0
out_p08_vparametrization,mixtral-8x7b-ins,1,0
out_p08_vparametrization,mixtral-8x7b-ins,2,0
out_p08_vparametrization,mixtral-8x7b-ins,3,0
out_p08_vparametrization,mixtral-8x7b-ins,4,0
out_p08_vparametrization,mixtral-8x7b-ins,5,0
out_p08_vparametrization,mixtral-8x7b-ins,6,0
out_p08_vparametrization,mixtral-8x7b-ins,7,0
out_p08_vparametrization,mixtral-8x7b-ins,8,0
out_p08_vparametrization,mixtral-8x7b-ins,9,0
out_p09_vadversarial,mixtral-8x7b-ins,0,0
out_p09_vadversarial,mixtral-8x7b-ins,1,0
out_p09_vadversarial,mixtral-8x7b-ins,2,0
out_p09_vadversarial,mixtral-8x7b-ins,3,0
out_p09_vadversarial,mixtral-8x7b-ins,4,0
out_p09_vadversarial,mixtral-8x7b-ins,5,0
out_p09_vadversarial,mixtral-8x7b-ins,6,0
out_p09_vadversarial,mixtral-8x7b-ins,7,0
out_p09_vadversarial,mixtral-8x7b-ins,8,0
out_p09_vadversarial,mixtral-8x7b-ins,9,0
out_p09_vcommon,mixtral-8x7b-ins,0,0
out_p09_vcommon,mixtral-8x7b-ins,1,0
out_p09_vcommon,mixtral-8x7b-ins,2,0
out_p09_vcommon,mixtral-8x7b-ins,3,0
out_p09_vcommon,mixtral-8x7b-ins,4,0
out_p09_vcommon,mixtral-8x7b-ins,5,0
out_p09_vcommon,mixtral-8x7b-ins,6,0
out_p09_vcommon,mixtral-8x7b-ins,7,0
out_p09_vcommon,mixtral-8x7b-ins,8,0
out_p09_vcommon,mixtral-8x7b-ins,9,0
out_p09_vlinguistic_obfuscation,mixtral-8x7b-ins,0,0
out_p09_vlinguistic_obfuscation,mixtral-8x7b-ins,1,0
out_p09_vlinguistic_obfuscation,mixtral-8x7b-ins,2,0
out_p09_vlinguistic_obfuscation,mixtral-8x7b-ins,3,0
out_p09_vlinguistic_obfuscation,mixtral-8x7b-ins,4,0
out_p09_vlinguistic_obfuscation,mixtral-8x7b-ins,5,0
out_p09_vlinguistic_obfuscation,mixtral-8x7b-ins,6,1
out_p09_vlinguistic_obfuscation,mixtral-8x7b-ins,7,0
out_p09_vlinguistic_obfuscation,mixtral-8x7b-ins,8,0
out_p09_vlinguistic_obfuscation,mixtral-8x7b-ins,9,0
out_p09_vmath,mixtral-8x7b-ins,0,0
out_p09_vmath,mixtral-8x7b-ins,1,0
out_p09_vmath,mixtral-8x7b-ins,2,0
out_p09_vmath,mixtral-8x7b-ins,3,0
out_p09_vmath,mixtral-8x7b-ins,4,0
out_p09_vmath,mixtral-8x7b-ins,5,0
out_p09_vmath,mixtral-8x7b-ins,6,0
out_p09_vmath,mixtral-8x7b-ins,7,0
out_p09_vmath,mixtral-8x7b-ins,8,1
out_p09_vmath,mixtral-8x7b-ins,9,0
out_p09_vparametrization,mixtral-8x7b-ins,0,1
out_p09_vparametrization,mixtral-8x7b-ins,1,0
out_p09_vparametrization,mixtral-8x7b-ins,2,1
out_p09_vparametrization,mixtral-8x7b-ins,3,0
out_p09_vparametrization,mixtral-8x7b-ins,4,0
out_p09_vparametrization,mixtral-8x7b-ins,5,0
out_p09_vparametrization,mixtral-8x7b-ins,6,0
out_p09_vparametrization,mixtral-8x7b-ins,7,0
out_p09_vparametrization,mixtral-8x7b-ins,8,0
out_p09_vparametrization,mixtral-8x7b-ins,9,0
out_p10_vadversarial,mixtral-8x7b-ins,0,0
out_p10_vadversarial,mixtral-8x7b-ins,1,0
out_p10_vadversarial,mixtral-8x7b-ins,2,0
out_p10_vadversarial,mixtral-8x7b-ins,3,0
out_p10_vadversarial,mixtral-8x7b-ins,4,0
out_p10_vadversarial,mixtral-8x7b-ins,5,0
out_p10_vadversarial,mixtral-8x7b-ins,6,0
out_p10_vadversarial,mixtral-8x7b-ins,7,0
out_p10_vadversarial,mixtral-8x7b-ins,8,0
out_p10_vadversarial,mixtral-8x7b-ins,9,0
out_p10_vcommon,mixtral-8x7b-ins,0,0
out_p10_vcommon,mixtral-8x7b-ins,1,0
out_p10_vcommon,mixtral-8x7b-ins,2,0
out_p10_vcommon,mixtral-8x7b-ins,3,0
out_p10_vcommon,mixtral-8x7b-ins,4,0
out_p10_vcommon,mixtral-8x7b-ins,5,0
out_p10_vcommon,mixtral-8x7b-ins,6,0
out_p10_vcommon,mixtral-8x7b-ins,7,1
out_p10_vcommon,mixtral-8x7b-ins,8,1
out_p10_vcommon,mixtral-8x7b-ins,9,0
out_p10_vlinguistic_obfuscation,mixtral-8x7b-ins,0,0
out_p10_vlinguistic_obfuscation,mixtral-8x7b-ins,1,0
out_p10_vlinguistic_obfuscation,mixtral-8x7b-ins,2,0
out_p10_vlinguistic_obfuscation,mixtral-8x7b-ins,3,0
out_p10_vlinguistic_obfuscation,mixtral-8x7b-ins,4,0
out_p10_vlinguistic_obfuscation,mixtral-8x7b-ins,5,0
out_p10_vlinguistic_obfuscation,mixtral-8x7b-ins,6,0
out_p10_vlinguistic_obfuscation,mixtral-8x7b-ins,7,0
out_p10_vlinguistic_obfuscation,mixtral-8x7b-ins,8,0
out_p10_vlinguistic_obfuscation,mixtral-8x7b-ins,9,0
out_p10_vmath,mixtral-8x7b-ins,0,0
out_p10_vmath,mixtral-8x7b-ins,1,0
out_p10_vmath,mixtral-8x7b-ins,2,0
