Puzzle_ID,Model_Name,Run #,Is_Correct,
out_p04_vadversarial,Llama-2-70B-Chat,2,0,
out_p04_vadversarial,Llama-2-70B-Chat,3,0,
out_p04_vadversarial,Llama-2-70B-Chat,4,0,
out_p04_vadversarial,Llama-2-70B-Chat,5,0,
out_p04_vadversarial,Llama-2-70B-Chat,6,0,
out_p04_vadversarial,Llama-2-70B-Chat,7,0,
out_p04_vadversarial,Llama-2-70B-Chat,8,0,
out_p04_vadversarial,Llama-2-70B-Chat,9,0,
out_p04_vcommon,Llama-2-70B-Chat,0,0,
out_p04_vcommon,Llama-2-70B-Chat,1,0,
out_p04_vcommon,Llama-2-70B-Chat,2,0,
out_p04_vcommon,Llama-2-70B-Chat,3,0,
out_p04_vcommon,Llama-2-70B-Chat,4,0,
out_p04_vcommon,Llama-2-70B-Chat,5,0,
out_p04_vcommon,Llama-2-70B-Chat,6,0,
out_p04_vcommon,Llama-2-70B-Chat,7,0,
out_p04_vcommon,Llama-2-70B-Chat,8,0,
out_p04_vcommon,Llama-2-70B-Chat,9,0,
out_p04_vlinguistic_obfuscation,Llama-2-70B-Chat,0,0,
out_p04_vlinguistic_obfuscation,Llama-2-70B-Chat,1,0,
out_p04_vlinguistic_obfuscation,Llama-2-70B-Chat,2,0,
out_p04_vlinguistic_obfuscation,Llama-2-70B-Chat,3,0,
out_p04_vlinguistic_obfuscation,Llama-2-70B-Chat,4,0,
out_p04_vlinguistic_obfuscation,Llama-2-70B-Chat,5,0,
out_p04_vlinguistic_obfuscation,Llama-2-70B-Chat,6,0,
out_p04_vlinguistic_obfuscation,Llama-2-70B-Chat,7,0,
out_p04_vlinguistic_obfuscation,Llama-2-70B-Chat,8,0,
out_p04_vlinguistic_obfuscation,Llama-2-70B-Chat,9,0,
out_p04_vmath,Llama-2-70B-Chat,0,0,
out_p04_vmath,Llama-2-70B-Chat,1,0,
out_p04_vmath,Llama-2-70B-Chat,2,0,
out_p04_vmath,Llama-2-70B-Chat,3,0,
out_p04_vmath,Llama-2-70B-Chat,4,0,
out_p04_vmath,Llama-2-70B-Chat,5,0,
out_p04_vmath,Llama-2-70B-Chat,6,0,
out_p04_vmath,Llama-2-70B-Chat,7,0,
out_p04_vmath,Llama-2-70B-Chat,8,0,
out_p04_vmath,Llama-2-70B-Chat,9,0,
out_p04_vparametrization,Llama-2-70B-Chat,0,0,
out_p04_vparametrization,Llama-2-70B-Chat,1,0,
out_p04_vparametrization,Llama-2-70B-Chat,2,0,
out_p04_vparametrization,Llama-2-70B-Chat,3,0,
out_p04_vparametrization,Llama-2-70B-Chat,4,0,
out_p04_vparametrization,Llama-2-70B-Chat,5,0,
out_p04_vparametrization,Llama-2-70B-Chat,6,0,
out_p04_vparametrization,Llama-2-70B-Chat,7,0,
out_p04_vparametrization,Llama-2-70B-Chat,8,0,
out_p04_vparametrization,Llama-2-70B-Chat,9,0,
out_p05_vadversarial,Llama-2-70B-Chat,0,0,
out_p05_vadversarial,Llama-2-70B-Chat,1,0,
out_p05_vadversarial,Llama-2-70B-Chat,2,0,
out_p05_vadversarial,Llama-2-70B-Chat,3,0,
out_p05_vadversarial,Llama-2-70B-Chat,4,0,
out_p05_vadversarial,Llama-2-70B-Chat,5,0,
out_p05_vadversarial,Llama-2-70B-Chat,6,0,
out_p05_vadversarial,Llama-2-70B-Chat,7,0,
out_p05_vadversarial,Llama-2-70B-Chat,8,0,
out_p05_vadversarial,Llama-2-70B-Chat,9,0,
out_p05_vcommon,Llama-2-70B-Chat,0,0,
out_p05_vcommon,Llama-2-70B-Chat,1,0,
out_p05_vcommon,Llama-2-70B-Chat,2,0,
out_p05_vcommon,Llama-2-70B-Chat,3,0,
out_p05_vcommon,Llama-2-70B-Chat,4,0,
out_p05_vcommon,Llama-2-70B-Chat,5,0,
out_p05_vcommon,Llama-2-70B-Chat,6,0,
out_p05_vcommon,Llama-2-70B-Chat,7,0,
out_p05_vcommon,Llama-2-70B-Chat,8,0,
out_p05_vcommon,Llama-2-70B-Chat,9,0,
out_p05_vlinguistic_obfuscation,Llama-2-70B-Chat,0,0,
out_p05_vlinguistic_obfuscation,Llama-2-70B-Chat,1,0,
out_p05_vlinguistic_obfuscation,Llama-2-70B-Chat,2,0,
out_p05_vlinguistic_obfuscation,Llama-2-70B-Chat,3,0,
out_p05_vlinguistic_obfuscation,Llama-2-70B-Chat,4,0,
out_p05_vlinguistic_obfuscation,Llama-2-70B-Chat,5,0,
out_p05_vlinguistic_obfuscation,Llama-2-70B-Chat,6,0,
out_p05_vlinguistic_obfuscation,Llama-2-70B-Chat,7,0,
out_p05_vlinguistic_obfuscation,Llama-2-70B-Chat,8,0,
out_p05_vlinguistic_obfuscation,Llama-2-70B-Chat,9,0,
out_p05_vmath,Llama-2-70B-Chat,0,0,
out_p05_vmath,Llama-2-70B-Chat,1,0,
out_p05_vmath,Llama-2-70B-Chat,2,0,
out_p05_vmath,Llama-2-70B-Chat,3,0,
out_p05_vmath,Llama-2-70B-Chat,4,0,
out_p05_vmath,Llama-2-70B-Chat,5,1,
out_p05_vmath,Llama-2-70B-Chat,6,0,
out_p05_vmath,Llama-2-70B-Chat,7,0,
out_p05_vmath,Llama-2-70B-Chat,8,0,
out_p05_vmath,Llama-2-70B-Chat,9,0,
out_p05_vparametrization,Llama-2-70B-Chat,0,0,
out_p05_vparametrization,Llama-2-70B-Chat,1,0,
out_p05_vparametrization,Llama-2-70B-Chat,2,0,
out_p05_vparametrization,Llama-2-70B-Chat,3,0,
out_p05_vparametrization,Llama-2-70B-Chat,4,0,
out_p05_vparametrization,Llama-2-70B-Chat,5,0,
out_p05_vparametrization,Llama-2-70B-Chat,6,0,
out_p05_vparametrization,Llama-2-70B-Chat,7,0,
out_p05_vparametrization,Llama-2-70B-Chat,8,0,
out_p05_vparametrization,Llama-2-70B-Chat,9,0,
out_p06_vadversarial,Llama-2-70B-Chat,0,0,
out_p06_vadversarial,Llama-2-70B-Chat,1,0,
out_p06_vadversarial,Llama-2-70B-Chat,2,1,
out_p06_vadversarial,Llama-2-70B-Chat,3,0,
out_p06_vadversarial,Llama-2-70B-Chat,4,0,
out_p06_vadversarial,Llama-2-70B-Chat,5,0,
out_p06_vadversarial,Llama-2-70B-Chat,6,0,
out_p06_vadversarial,Llama-2-70B-Chat,7,0,
out_p06_vadversarial,Llama-2-70B-Chat,8,0,
out_p06_vadversarial,Llama-2-70B-Chat,9,0,
out_p06_vcommon,Llama-2-70B-Chat,0,0,
out_p06_vcommon,Llama-2-70B-Chat,1,0,
out_p06_vcommon,Llama-2-70B-Chat,2,0,
out_p06_vcommon,Llama-2-70B-Chat,3,0,
out_p06_vcommon,Llama-2-70B-Chat,4,0,
out_p06_vcommon,Llama-2-70B-Chat,5,0,
out_p06_vcommon,Llama-2-70B-Chat,6,0,
out_p06_vcommon,Llama-2-70B-Chat,7,0,
out_p06_vcommon,Llama-2-70B-Chat,8,0,
out_p06_vcommon,Llama-2-70B-Chat,9,0,
out_p06_vlinguistic_obfuscation,Llama-2-70B-Chat,0,0,
out_p06_vlinguistic_obfuscation,Llama-2-70B-Chat,1,0,
out_p06_vlinguistic_obfuscation,Llama-2-70B-Chat,2,0,
out_p06_vlinguistic_obfuscation,Llama-2-70B-Chat,3,0,
out_p06_vlinguistic_obfuscation,Llama-2-70B-Chat,4,0,
out_p06_vlinguistic_obfuscation,Llama-2-70B-Chat,5,0,
out_p06_vlinguistic_obfuscation,Llama-2-70B-Chat,6,0,
out_p06_vlinguistic_obfuscation,Llama-2-70B-Chat,7,0,
out_p06_vlinguistic_obfuscation,Llama-2-70B-Chat,8,0,
out_p06_vlinguistic_obfuscation,Llama-2-70B-Chat,9,0,
out_p06_vmath,Llama-2-70B-Chat,0,0,
out_p06_vmath,Llama-2-70B-Chat,1,0,
out_p06_vmath,Llama-2-70B-Chat,2,0,
out_p06_vmath,Llama-2-70B-Chat,3,0,
out_p06_vmath,Llama-2-70B-Chat,4,0,
out_p06_vmath,Llama-2-70B-Chat,5,0,
out_p06_vmath,Llama-2-70B-Chat,6,0,
out_p06_vmath,Llama-2-70B-Chat,7,0,
out_p06_vmath,Llama-2-70B-Chat,8,0,
out_p06_vmath,Llama-2-70B-Chat,9,0,
out_p06_vparametrization,Llama-2-70B-Chat,0,0,
out_p06_vparametrization,Llama-2-70B-Chat,1,0,
out_p06_vparametrization,Llama-2-70B-Chat,2,0,
out_p06_vparametrization,Llama-2-70B-Chat,3,0,
out_p06_vparametrization,Llama-2-70B-Chat,4,0,
out_p06_vparametrization,Llama-2-70B-Chat,5,0,
out_p06_vparametrization,Llama-2-70B-Chat,6,0,
out_p06_vparametrization,Llama-2-70B-Chat,7,0,
out_p06_vparametrization,Llama-2-70B-Chat,8,0,
out_p06_vparametrization,Llama-2-70B-Chat,9,0,
out_p07_vadversarial,Llama-2-70B-Chat,0,0,
out_p07_vadversarial,Llama-2-70B-Chat,1,0,
out_p07_vadversarial,Llama-2-70B-Chat,2,0,
out_p07_vadversarial,Llama-2-70B-Chat,3,0,
out_p07_vadversarial,Llama-2-70B-Chat,4,0,
out_p07_vadversarial,Llama-2-70B-Chat,5,0,
out_p07_vadversarial,Llama-2-70B-Chat,6,0,
out_p07_vadversarial,Llama-2-70B-Chat,7,0,
out_p07_vadversarial,Llama-2-70B-Chat,8,0,
out_p07_vadversarial,Llama-2-70B-Chat,9,0,
out_p07_vcommon,Llama-2-70B-Chat,0,0,
out_p07_vcommon,Llama-2-70B-Chat,1,0,
out_p07_vcommon,Llama-2-70B-Chat,2,0,
out_p07_vcommon,Llama-2-70B-Chat,3,0,
out_p07_vcommon,Llama-2-70B-Chat,4,0,
out_p07_vcommon,Llama-2-70B-Chat,5,0,
out_p07_vcommon,Llama-2-70B-Chat,6,1,
out_p07_vcommon,Llama-2-70B-Chat,7,0,
out_p07_vcommon,Llama-2-70B-Chat,8,1,
out_p07_vcommon,Llama-2-70B-Chat,9,0,
out_p07_vlinguistic_obfuscation,Llama-2-70B-Chat,0,0,
out_p07_vlinguistic_obfuscation,Llama-2-70B-Chat,1,0,
out_p07_vlinguistic_obfuscation,Llama-2-70B-Chat,2,0,
out_p07_vlinguistic_obfuscation,Llama-2-70B-Chat,3,1,
out_p07_vlinguistic_obfuscation,Llama-2-70B-Chat,4,0,
out_p07_vlinguistic_obfuscation,Llama-2-70B-Chat,5,0,
out_p07_vlinguistic_obfuscation,Llama-2-70B-Chat,6,0,
out_p07_vlinguistic_obfuscation,Llama-2-70B-Chat,7,0,
out_p07_vlinguistic_obfuscation,Llama-2-70B-Chat,8,0,
out_p07_vlinguistic_obfuscation,Llama-2-70B-Chat,9,0,
out_p07_vmath,Llama-2-70B-Chat,0,0,
out_p07_vmath,Llama-2-70B-Chat,1,0,
out_p07_vmath,Llama-2-70B-Chat,2,0,
out_p07_vmath,Llama-2-70B-Chat,3,0,
out_p07_vmath,Llama-2-70B-Chat,4,0,
out_p07_vmath,Llama-2-70B-Chat,5,0,
out_p07_vmath,Llama-2-70B-Chat,6,0,
out_p07_vmath,Llama-2-70B-Chat,7,0,
out_p07_vmath,Llama-2-70B-Chat,8,0,
out_p07_vmath,Llama-2-70B-Chat,9,0,
out_p07_vparametrization,Llama-2-70B-Chat,0,0,
out_p07_vparametrization,Llama-2-70B-Chat,1,0,
out_p07_vparametrization,Llama-2-70B-Chat,2,0,
out_p07_vparametrization,Llama-2-70B-Chat,3,0,
out_p07_vparametrization,Llama-2-70B-Chat,4,0,
out_p07_vparametrization,Llama-2-70B-Chat,5,0,
out_p07_vparametrization,Llama-2-70B-Chat,6,0,
out_p07_vparametrization,Llama-2-70B-Chat,7,0,
out_p07_vparametrization,Llama-2-70B-Chat,8,0,
out_p07_vparametrization,Llama-2-70B-Chat,9,0,
out_p08_vadversarial,Llama-2-70B-Chat,0,0,
out_p08_vadversarial,Llama-2-70B-Chat,1,0,
out_p08_vadversarial,Llama-2-70B-Chat,2,0,
out_p08_vadversarial,Llama-2-70B-Chat,3,0,
out_p08_vadversarial,Llama-2-70B-Chat,4,0,
out_p08_vadversarial,Llama-2-70B-Chat,5,0,
out_p08_vadversarial,Llama-2-70B-Chat,6,0,
out_p08_vadversarial,Llama-2-70B-Chat,7,0,
out_p08_vadversarial,Llama-2-70B-Chat,8,0,
out_p08_vadversarial,Llama-2-70B-Chat,9,0,
out_p08_vcommon,Llama-2-70B-Chat,0,1,
out_p08_vcommon,Llama-2-70B-Chat,1,1,
out_p08_vcommon,Llama-2-70B-Chat,2,1,
out_p08_vcommon,Llama-2-70B-Chat,3,0,
out_p08_vcommon,Llama-2-70B-Chat,4,0,
out_p08_vcommon,Llama-2-70B-Chat,5,0,
out_p08_vcommon,Llama-2-70B-Chat,6,1,
out_p08_vcommon,Llama-2-70B-Chat,7,0,
out_p08_vcommon,Llama-2-70B-Chat,8,1,
out_p08_vcommon,Llama-2-70B-Chat,9,1,
out_p08_vlinguistic_obfuscation,Llama-2-70B-Chat,0,0,
out_p08_vlinguistic_obfuscation,Llama-2-70B-Chat,1,0,
out_p08_vlinguistic_obfuscation,Llama-2-70B-Chat,2,1,
out_p08_vlinguistic_obfuscation,Llama-2-70B-Chat,3,0,
out_p08_vlinguistic_obfuscation,Llama-2-70B-Chat,4,1,
out_p08_vlinguistic_obfuscation,Llama-2-70B-Chat,5,0,
out_p08_vlinguistic_obfuscation,Llama-2-70B-Chat,6,0,
out_p08_vlinguistic_obfuscation,Llama-2-70B-Chat,7,1,
out_p08_vlinguistic_obfuscation,Llama-2-70B-Chat,8,1,
out_p08_vlinguistic_obfuscation,Llama-2-70B-Chat,9,0,
out_p08_vmath,Llama-2-70B-Chat,0,1,
out_p08_vmath,Llama-2-70B-Chat,1,1,
out_p08_vmath,Llama-2-70B-Chat,2,1,
out_p08_vmath,Llama-2-70B-Chat,3,1,
out_p08_vmath,Llama-2-70B-Chat,4,0,
out_p08_vmath,Llama-2-70B-Chat,5,1,
out_p08_vmath,Llama-2-70B-Chat,6,1,
out_p08_vmath,Llama-2-70B-Chat,7,1,
out_p08_vmath,Llama-2-70B-Chat,8,1,
out_p08_vmath,Llama-2-70B-Chat,9,1,
out_p08_vparametrization,Llama-2-70B-Chat,0,0,
out_p08_vparametrization,Llama-2-70B-Chat,1,0,
out_p08_vparametrization,Llama-2-70B-Chat,2,0,
out_p08_vparametrization,Llama-2-70B-Chat,3,0,
out_p08_vparametrization,Llama-2-70B-Chat,4,0,
out_p08_vparametrization,Llama-2-70B-Chat,5,0,
out_p08_vparametrization,Llama-2-70B-Chat,6,0,
out_p08_vparametrization,Llama-2-70B-Chat,7,0,
out_p08_vparametrization,Llama-2-70B-Chat,8,0,
out_p08_vparametrization,Llama-2-70B-Chat,9,0,
out_p09_vadversarial,Llama-2-70B-Chat,0,0,
out_p09_vadversarial,Llama-2-70B-Chat,1,0,
out_p09_vadversarial,Llama-2-70B-Chat,2,0,
out_p09_vadversarial,Llama-2-70B-Chat,3,0,
out_p09_vadversarial,Llama-2-70B-Chat,4,0,
out_p09_vadversarial,Llama-2-70B-Chat,5,0,
out_p09_vadversarial,Llama-2-70B-Chat,6,0,
out_p09_vadversarial,Llama-2-70B-Chat,7,0,
out_p09_vadversarial,Llama-2-70B-Chat,8,0,
out_p09_vadversarial,Llama-2-70B-Chat,9,0,
out_p09_vcommon,Llama-2-70B-Chat,0,0,
out_p09_vcommon,Llama-2-70B-Chat,1,0,
out_p09_vcommon,Llama-2-70B-Chat,2,0,
out_p09_vcommon,Llama-2-70B-Chat,3,0,
out_p09_vcommon,Llama-2-70B-Chat,4,0,
out_p09_vcommon,Llama-2-70B-Chat,5,0,
out_p09_vcommon,Llama-2-70B-Chat,6,0,
out_p09_vcommon,Llama-2-70B-Chat,7,0,
out_p09_vcommon,Llama-2-70B-Chat,8,0,
out_p09_vcommon,Llama-2-70B-Chat,9,0,
out_p09_vlinguistic_obfuscation,Llama-2-70B-Chat,0,0,
out_p09_vlinguistic_obfuscation,Llama-2-70B-Chat,1,0,
out_p09_vlinguistic_obfuscation,Llama-2-70B-Chat,2,0,
out_p09_vlinguistic_obfuscation,Llama-2-70B-Chat,3,0,
out_p09_vlinguistic_obfuscation,Llama-2-70B-Chat,4,0,
out_p09_vlinguistic_obfuscation,Llama-2-70B-Chat,5,0,
out_p09_vlinguistic_obfuscation,Llama-2-70B-Chat,6,0,
out_p09_vlinguistic_obfuscation,Llama-2-70B-Chat,7,0,
out_p09_vlinguistic_obfuscation,Llama-2-70B-Chat,8,0,
out_p09_vlinguistic_obfuscation,Llama-2-70B-Chat,9,0,
out_p09_vmath,Llama-2-70B-Chat,0,0,
out_p09_vmath,Llama-2-70B-Chat,1,0,
out_p09_vmath,Llama-2-70B-Chat,2,0,
out_p09_vmath,Llama-2-70B-Chat,3,0,
out_p09_vmath,Llama-2-70B-Chat,4,0,
out_p09_vmath,Llama-2-70B-Chat,5,0,
out_p09_vmath,Llama-2-70B-Chat,6,0,
out_p09_vmath,Llama-2-70B-Chat,7,0,
out_p09_vmath,Llama-2-70B-Chat,8,0,
out_p09_vmath,Llama-2-70B-Chat,9,0,
out_p09_vparametrization,Llama-2-70B-Chat,0,0,
out_p09_vparametrization,Llama-2-70B-Chat,1,0,
out_p09_vparametrization,Llama-2-70B-Chat,2,0,
out_p09_vparametrization,Llama-2-70B-Chat,3,0,
out_p09_vparametrization,Llama-2-70B-Chat,4,0,
out_p09_vparametrization,Llama-2-70B-Chat,5,0,
out_p09_vparametrization,Llama-2-70B-Chat,6,0,
out_p09_vparametrization,Llama-2-70B-Chat,7,0,
out_p09_vparametrization,Llama-2-70B-Chat,8,0,
out_p09_vparametrization,Llama-2-70B-Chat,9,0,
out_p10_vadversarial,Llama-2-70B-Chat,0,0,
out_p10_vadversarial,Llama-2-70B-Chat,1,0,
out_p10_vadversarial,Llama-2-70B-Chat,2,0,
out_p10_vadversarial,Llama-2-70B-Chat,3,0,
out_p10_vadversarial,Llama-2-70B-Chat,4,0,
out_p10_vadversarial,Llama-2-70B-Chat,5,0,
out_p10_vadversarial,Llama-2-70B-Chat,6,0,
out_p10_vadversarial,Llama-2-70B-Chat,7,0,
out_p10_vadversarial,Llama-2-70B-Chat,8,0,
out_p10_vadversarial,Llama-2-70B-Chat,9,0,
out_p10_vcommon,Llama-2-70B-Chat,0,0,
out_p10_vcommon,Llama-2-70B-Chat,1,0,
out_p10_vcommon,Llama-2-70B-Chat,2,0,
out_p10_vcommon,Llama-2-70B-Chat,3,0,
out_p10_vcommon,Llama-2-70B-Chat,4,0,
out_p10_vcommon,Llama-2-70B-Chat,5,0,
out_p10_vcommon,Llama-2-70B-Chat,6,0,
out_p10_vcommon,Llama-2-70B-Chat,7,0,
