Puzzle_ID,Model_Name,Run #,Is_Correct
out_p04_vadversarial,gpt-4-1106-preview,0,0
out_p04_vadversarial,gpt-4-1106-preview,1,0
out_p04_vadversarial,gpt-4-1106-preview,2,0
out_p04_vadversarial,gpt-4-1106-preview,3,1
out_p04_vadversarial,gpt-4-1106-preview,4,1
out_p04_vcommon,gpt-4-1106-preview,0,1
out_p04_vcommon,gpt-4-1106-preview,1,0
out_p04_vcommon,gpt-4-1106-preview,2,1
out_p04_vcommon,gpt-4-1106-preview,3,0
out_p04_vcommon,gpt-4-1106-preview,4,0
out_p04_vlinguistic_obfuscation,gpt-4-1106-preview,0,0
out_p04_vlinguistic_obfuscation,gpt-4-1106-preview,1,0
out_p04_vlinguistic_obfuscation,gpt-4-1106-preview,2,1
out_p04_vlinguistic_obfuscation,gpt-4-1106-preview,3,0
out_p04_vlinguistic_obfuscation,gpt-4-1106-preview,4,0
out_p04_vmath,gpt-4-1106-preview,0,1
out_p04_vmath,gpt-4-1106-preview,1,1
out_p04_vmath,gpt-4-1106-preview,2,1
out_p04_vmath,gpt-4-1106-preview,3,1
out_p04_vmath,gpt-4-1106-preview,4,1
out_p04_vparametrization,gpt-4-1106-preview,0,1
out_p04_vparametrization,gpt-4-1106-preview,1,1
out_p04_vparametrization,gpt-4-1106-preview,2,1
out_p04_vparametrization,gpt-4-1106-preview,3,0
out_p04_vparametrization,gpt-4-1106-preview,4,1
out_p05_vadversarial,gpt-4-1106-preview,0,1
out_p05_vadversarial,gpt-4-1106-preview,1,1
out_p05_vadversarial,gpt-4-1106-preview,2,1
out_p05_vadversarial,gpt-4-1106-preview,3,1
out_p05_vadversarial,gpt-4-1106-preview,4,1
out_p05_vcommon,gpt-4-1106-preview,0,1
out_p05_vcommon,gpt-4-1106-preview,1,1
out_p05_vcommon,gpt-4-1106-preview,2,1
out_p05_vcommon,gpt-4-1106-preview,3,1
out_p05_vcommon,gpt-4-1106-preview,4,1
out_p05_vlinguistic_obfuscation,gpt-4-1106-preview,0,1
out_p05_vlinguistic_obfuscation,gpt-4-1106-preview,1,1
out_p05_vlinguistic_obfuscation,gpt-4-1106-preview,2,1
out_p05_vlinguistic_obfuscation,gpt-4-1106-preview,3,1
out_p05_vlinguistic_obfuscation,gpt-4-1106-preview,4,1
out_p05_vmath,gpt-4-1106-preview,0,1
out_p05_vmath,gpt-4-1106-preview,1,1
out_p05_vmath,gpt-4-1106-preview,2,1
out_p05_vmath,gpt-4-1106-preview,3,1
out_p05_vmath,gpt-4-1106-preview,4,1
out_p05_vparametrization,gpt-4-1106-preview,0,1
out_p05_vparametrization,gpt-4-1106-preview,1,1
out_p05_vparametrization,gpt-4-1106-preview,2,1
out_p05_vparametrization,gpt-4-1106-preview,3,1
out_p05_vparametrization,gpt-4-1106-preview,4,1
out_p06_vadversarial,gpt-4-1106-preview,0,0
out_p06_vadversarial,gpt-4-1106-preview,1,1
out_p06_vadversarial,gpt-4-1106-preview,2,1
out_p06_vadversarial,gpt-4-1106-preview,3,1
out_p06_vadversarial,gpt-4-1106-preview,4,1
out_p06_vcommon,gpt-4-1106-preview,0,1
out_p06_vcommon,gpt-4-1106-preview,1,1
out_p06_vcommon,gpt-4-1106-preview,2,1
out_p06_vcommon,gpt-4-1106-preview,3,1
out_p06_vcommon,gpt-4-1106-preview,4,1
out_p06_vlinguistic_obfuscation,gpt-4-1106-preview,0,0
out_p06_vlinguistic_obfuscation,gpt-4-1106-preview,1,1
out_p06_vlinguistic_obfuscation,gpt-4-1106-preview,2,0
out_p06_vlinguistic_obfuscation,gpt-4-1106-preview,3,0
out_p06_vlinguistic_obfuscation,gpt-4-1106-preview,4,0
out_p06_vmath,gpt-4-1106-preview,0,1
out_p06_vmath,gpt-4-1106-preview,1,1
out_p06_vmath,gpt-4-1106-preview,2,1
out_p06_vmath,gpt-4-1106-preview,3,1
out_p06_vmath,gpt-4-1106-preview,4,1
out_p06_vparametrization,gpt-4-1106-preview,0,1
out_p06_vparametrization,gpt-4-1106-preview,1,1
out_p06_vparametrization,gpt-4-1106-preview,2,0
out_p06_vparametrization,gpt-4-1106-preview,3,1
out_p06_vparametrization,gpt-4-1106-preview,4,0
out_p07_vadversarial,gpt-4-1106-preview,0,0
out_p07_vadversarial,gpt-4-1106-preview,1,0
out_p07_vadversarial,gpt-4-1106-preview,2,0
out_p07_vadversarial,gpt-4-1106-preview,3,0
out_p07_vadversarial,gpt-4-1106-preview,4,0
out_p07_vcommon,gpt-4-1106-preview,0,1
out_p07_vcommon,gpt-4-1106-preview,1,1
out_p07_vcommon,gpt-4-1106-preview,2,1
out_p07_vcommon,gpt-4-1106-preview,3,1
out_p07_vcommon,gpt-4-1106-preview,4,1
out_p07_vlinguistic_obfuscation,gpt-4-1106-preview,0,1
out_p07_vlinguistic_obfuscation,gpt-4-1106-preview,1,1
out_p07_vlinguistic_obfuscation,gpt-4-1106-preview,2,1
out_p07_vlinguistic_obfuscation,gpt-4-1106-preview,3,1
out_p07_vlinguistic_obfuscation,gpt-4-1106-preview,4,1
out_p07_vmath,gpt-4-1106-preview,0,1
out_p07_vmath,gpt-4-1106-preview,1,1
out_p07_vmath,gpt-4-1106-preview,2,1
out_p07_vmath,gpt-4-1106-preview,3,1
out_p07_vmath,gpt-4-1106-preview,4,1
out_p07_vparametrization,gpt-4-1106-preview,0,1
out_p07_vparametrization,gpt-4-1106-preview,1,1
out_p07_vparametrization,gpt-4-1106-preview,2,1
out_p07_vparametrization,gpt-4-1106-preview,3,0
out_p07_vparametrization,gpt-4-1106-preview,4,0
out_p08_vadversarial,gpt-4-1106-preview,0,1
out_p08_vadversarial,gpt-4-1106-preview,1,1
out_p08_vadversarial,gpt-4-1106-preview,2,1
out_p08_vadversarial,gpt-4-1106-preview,3,1
out_p08_vadversarial,gpt-4-1106-preview,4,0
out_p08_vcommon,gpt-4-1106-preview,0,1
out_p08_vcommon,gpt-4-1106-preview,1,1
out_p08_vcommon,gpt-4-1106-preview,2,1
out_p08_vcommon,gpt-4-1106-preview,3,1
out_p08_vcommon,gpt-4-1106-preview,4,1
out_p08_vlinguistic_obfuscation,gpt-4-1106-preview,0,1
out_p08_vlinguistic_obfuscation,gpt-4-1106-preview,1,0
out_p08_vlinguistic_obfuscation,gpt-4-1106-preview,2,1
out_p08_vlinguistic_obfuscation,gpt-4-1106-preview,3,1
out_p08_vlinguistic_obfuscation,gpt-4-1106-preview,4,1
out_p08_vmath,gpt-4-1106-preview,0,1
out_p08_vmath,gpt-4-1106-preview,1,1
out_p08_vmath,gpt-4-1106-preview,2,1
out_p08_vmath,gpt-4-1106-preview,3,1
out_p08_vmath,gpt-4-1106-preview,4,1
out_p08_vparametrization,gpt-4-1106-preview,0,1
out_p08_vparametrization,gpt-4-1106-preview,1,0
out_p08_vparametrization,gpt-4-1106-preview,2,0
out_p08_vparametrization,gpt-4-1106-preview,3,1
out_p08_vparametrization,gpt-4-1106-preview,4,0
out_p09_vadversarial,gpt-4-1106-preview,0,1
out_p09_vadversarial,gpt-4-1106-preview,1,1
out_p09_vadversarial,gpt-4-1106-preview,2,0
out_p09_vadversarial,gpt-4-1106-preview,3,1
out_p09_vadversarial,gpt-4-1106-preview,4,1
out_p09_vcommon,gpt-4-1106-preview,0,1
out_p09_vcommon,gpt-4-1106-preview,1,1
out_p09_vcommon,gpt-4-1106-preview,2,1
out_p09_vcommon,gpt-4-1106-preview,3,1
out_p09_vcommon,gpt-4-1106-preview,4,1
out_p09_vlinguistic_obfuscation,gpt-4-1106-preview,0,1
out_p09_vlinguistic_obfuscation,gpt-4-1106-preview,1,1
out_p09_vlinguistic_obfuscation,gpt-4-1106-preview,2,1
out_p09_vlinguistic_obfuscation,gpt-4-1106-preview,3,1
out_p09_vlinguistic_obfuscation,gpt-4-1106-preview,4,1
out_p09_vmath,gpt-4-1106-preview,0,0
out_p09_vmath,gpt-4-1106-preview,1,1
out_p09_vmath,gpt-4-1106-preview,2,1
out_p09_vmath,gpt-4-1106-preview,3,0
out_p09_vmath,gpt-4-1106-preview,4,1
out_p09_vparametrization,gpt-4-1106-preview,0,1
out_p09_vparametrization,gpt-4-1106-preview,1,0
out_p09_vparametrization,gpt-4-1106-preview,2,1
out_p09_vparametrization,gpt-4-1106-preview,3,1
out_p09_vparametrization,gpt-4-1106-preview,4,1
out_p10_vadversarial,gpt-4-1106-preview,0,0
out_p10_vadversarial,gpt-4-1106-preview,1,1
out_p10_vadversarial,gpt-4-1106-preview,2,1
out_p10_vadversarial,gpt-4-1106-preview,3,1
out_p10_vadversarial,gpt-4-1106-preview,4,1
out_p10_vcommon,gpt-4-1106-preview,0,1
out_p10_vcommon,gpt-4-1106-preview,1,1
out_p10_vcommon,gpt-4-1106-preview,2,1
out_p10_vcommon,gpt-4-1106-preview,3,1
out_p10_vcommon,gpt-4-1106-preview,4,1
out_p10_vlinguistic_obfuscation,gpt-4-1106-preview,0,0
out_p10_vlinguistic_obfuscation,gpt-4-1106-preview,1,0
out_p10_vlinguistic_obfuscation,gpt-4-1106-preview,2,1
out_p10_vlinguistic_obfuscation,gpt-4-1106-preview,3,1
out_p10_vlinguistic_obfuscation,gpt-4-1106-preview,4,1
out_p10_vmath,gpt-4-1106-preview,0,1
out_p10_vmath,gpt-4-1106-preview,1,1
out_p10_vmath,gpt-4-1106-preview,2,1
out_p10_vmath,gpt-4-1106-preview,3,0
out_p10_vmath,gpt-4-1106-preview,4,1
out_p10_vparametrization,gpt-4-1106-preview,0,1
out_p10_vparametrization,gpt-4-1106-preview,1,1
out_p10_vparametrization,gpt-4-1106-preview,2,1
out_p10_vparametrization,gpt-4-1106-preview,3,1
out_p10_vparametrization,gpt-4-1106-preview,4,1
out_p11_vadversarial,gpt-4-1106-preview,0,1
out_p11_vadversarial,gpt-4-1106-preview,1,1
out_p11_vadversarial,gpt-4-1106-preview,2,0
out_p11_vadversarial,gpt-4-1106-preview,3,0
out_p11_vadversarial,gpt-4-1106-preview,4,1
out_p11_vcommon,gpt-4-1106-preview,0,0
out_p11_vcommon,gpt-4-1106-preview,1,0
out_p11_vcommon,gpt-4-1106-preview,2,0
out_p11_vcommon,gpt-4-1106-preview,3,0
out_p11_vcommon,gpt-4-1106-preview,4,1
out_p11_vlinguistic_obfuscation,gpt-4-1106-preview,0,1
out_p11_vlinguistic_obfuscation,gpt-4-1106-preview,1,1
out_p11_vlinguistic_obfuscation,gpt-4-1106-preview,2,0
out_p11_vlinguistic_obfuscation,gpt-4-1106-preview,3,1
out_p11_vlinguistic_obfuscation,gpt-4-1106-preview,4,0
out_p11_vmath,gpt-4-1106-preview,0,1
out_p11_vmath,gpt-4-1106-preview,1,1
out_p11_vmath,gpt-4-1106-preview,2,1
out_p11_vmath,gpt-4-1106-preview,3,1
out_p11_vmath,gpt-4-1106-preview,4,1
out_p11_vparametrization,gpt-4-1106-preview,0,0
out_p11_vparametrization,gpt-4-1106-preview,1,0
out_p11_vparametrization,gpt-4-1106-preview,2,0
out_p11_vparametrization,gpt-4-1106-preview,3,0
out_p11_vparametrization,gpt-4-1106-preview,4,0
out_p12_vadversarial,gpt-4-1106-preview,0,1
out_p12_vadversarial,gpt-4-1106-preview,1,1
out_p12_vadversarial,gpt-4-1106-preview,2,1
out_p12_vadversarial,gpt-4-1106-preview,3,1
out_p12_vadversarial,gpt-4-1106-preview,4,1
out_p12_vcommon,gpt-4-1106-preview,0,1
out_p12_vcommon,gpt-4-1106-preview,1,0
out_p12_vcommon,gpt-4-1106-preview,2,1
out_p12_vcommon,gpt-4-1106-preview,3,1
out_p12_vcommon,gpt-4-1106-preview,4,1
out_p12_vlinguistic_obfuscation,gpt-4-1106-preview,0,0
out_p12_vlinguistic_obfuscation,gpt-4-1106-preview,1,0
out_p12_vlinguistic_obfuscation,gpt-4-1106-preview,2,0
out_p12_vlinguistic_obfuscation,gpt-4-1106-preview,3,1
out_p12_vlinguistic_obfuscation,gpt-4-1106-preview,4,1
out_p12_vmath,gpt-4-1106-preview,0,1
out_p12_vmath,gpt-4-1106-preview,1,1
out_p12_vmath,gpt-4-1106-preview,2,1
out_p12_vmath,gpt-4-1106-preview,3,1
out_p12_vmath,gpt-4-1106-preview,4,1
out_p12_vparametrization,gpt-4-1106-preview,0,1
out_p12_vparametrization,gpt-4-1106-preview,1,1
out_p12_vparametrization,gpt-4-1106-preview,2,1
out_p12_vparametrization,gpt-4-1106-preview,3,1
out_p12_vparametrization,gpt-4-1106-preview,4,1
out_p13_vadversarial,gpt-4-1106-preview,0,1
out_p13_vadversarial,gpt-4-1106-preview,1,1
out_p13_vadversarial,gpt-4-1106-preview,2,1
out_p13_vadversarial,gpt-4-1106-preview,3,1
out_p13_vadversarial,gpt-4-1106-preview,4,1
out_p13_vcommon,gpt-4-1106-preview,0,1
out_p13_vcommon,gpt-4-1106-preview,1,1
out_p13_vcommon,gpt-4-1106-preview,2,1
out_p13_vcommon,gpt-4-1106-preview,3,1
out_p13_vcommon,gpt-4-1106-preview,4,1
out_p13_vlinguistic_obfuscation,gpt-4-1106-preview,0,1
out_p13_vlinguistic_obfuscation,gpt-4-1106-preview,1,1
out_p13_vlinguistic_obfuscation,gpt-4-1106-preview,2,1
out_p13_vlinguistic_obfuscation,gpt-4-1106-preview,3,1
out_p13_vlinguistic_obfuscation,gpt-4-1106-preview,4,0
out_p13_vmath,gpt-4-1106-preview,0,1
out_p13_vmath,gpt-4-1106-preview,1,1
out_p13_vmath,gpt-4-1106-preview,2,1
out_p13_vmath,gpt-4-1106-preview,3,1
out_p13_vmath,gpt-4-1106-preview,4,1
out_p13_vparametrization,gpt-4-1106-preview,0,1
out_p13_vparametrization,gpt-4-1106-preview,1,1
out_p13_vparametrization,gpt-4-1106-preview,2,0
out_p13_vparametrization,gpt-4-1106-preview,3,0
out_p13_vparametrization,gpt-4-1106-preview,4,1
out_p14_vadversarial,gpt-4-1106-preview,0,0
out_p14_vadversarial,gpt-4-1106-preview,1,1
out_p14_vadversarial,gpt-4-1106-preview,2,1
out_p14_vadversarial,gpt-4-1106-preview,3,1
out_p14_vadversarial,gpt-4-1106-preview,4,1
out_p14_vcommon,gpt-4-1106-preview,0,1
out_p14_vcommon,gpt-4-1106-preview,1,0
out_p14_vcommon,gpt-4-1106-preview,2,1
out_p14_vcommon,gpt-4-1106-preview,3,0
out_p14_vcommon,gpt-4-1106-preview,4,0
out_p14_vlinguistic_obfuscation,gpt-4-1106-preview,0,0
out_p14_vlinguistic_obfuscation,gpt-4-1106-preview,1,1
out_p14_vlinguistic_obfuscation,gpt-4-1106-preview,2,1
out_p14_vlinguistic_obfuscation,gpt-4-1106-preview,3,0
out_p14_vlinguistic_obfuscation,gpt-4-1106-preview,4,1
out_p14_vmath,gpt-4-1106-preview,0,1
out_p14_vmath,gpt-4-1106-preview,1,0
out_p14_vmath,gpt-4-1106-preview,2,1
out_p14_vmath,gpt-4-1106-preview,3,1
out_p14_vmath,gpt-4-1106-preview,4,1
out_p14_vparametrization,gpt-4-1106-preview,0,0
out_p14_vparametrization,gpt-4-1106-preview,1,1
out_p14_vparametrization,gpt-4-1106-preview,2,1
out_p14_vparametrization,gpt-4-1106-preview,3,1
out_p14_vparametrization,gpt-4-1106-preview,4,1
out_p15_vadversarial,gpt-4-1106-preview,0,1
out_p15_vadversarial,gpt-4-1106-preview,1,1
out_p15_vadversarial,gpt-4-1106-preview,2,0
out_p15_vadversarial,gpt-4-1106-preview,3,1
out_p15_vadversarial,gpt-4-1106-preview,4,1
out_p15_vcommon,gpt-4-1106-preview,0,1
out_p15_vcommon,gpt-4-1106-preview,1,1
out_p15_vcommon,gpt-4-1106-preview,2,1
out_p15_vcommon,gpt-4-1106-preview,3,0
out_p15_vcommon,gpt-4-1106-preview,4,1
out_p15_vlinguistic_obfuscation,gpt-4-1106-preview,0,0
out_p15_vlinguistic_obfuscation,gpt-4-1106-preview,1,1
out_p15_vlinguistic_obfuscation,gpt-4-1106-preview,2,1
out_p15_vlinguistic_obfuscation,gpt-4-1106-preview,3,0
out_p15_vlinguistic_obfuscation,gpt-4-1106-preview,4,1
out_p15_vmath,gpt-4-1106-preview,0,0
out_p15_vmath,gpt-4-1106-preview,1,1
out_p15_vmath,gpt-4-1106-preview,2,1
out_p15_vmath,gpt-4-1106-preview,3,1
out_p15_vmath,gpt-4-1106-preview,4,1
out_p15_vparametrization,gpt-4-1106-preview,0,0
out_p15_vparametrization,gpt-4-1106-preview,1,0
out_p15_vparametrization,gpt-4-1106-preview,2,1
out_p15_vparametrization,gpt-4-1106-preview,3,0
out_p15_vparametrization,gpt-4-1106-preview,4,1
out_p16_vadversarial,gpt-4-1106-preview,0,0
out_p16_vadversarial,gpt-4-1106-preview,1,0
out_p16_vadversarial,gpt-4-1106-preview,2,0
out_p16_vadversarial,gpt-4-1106-preview,3,0
out_p16_vadversarial,gpt-4-1106-preview,4,0
out_p16_vcommon,gpt-4-1106-preview,0,0
out_p16_vcommon,gpt-4-1106-preview,1,0
out_p16_vcommon,gpt-4-1106-preview,2,0
out_p16_vcommon,gpt-4-1106-preview,3,0
out_p16_vcommon,gpt-4-1106-preview,4,0
out_p16_vlinguistic_obfuscation,gpt-4-1106-preview,0,0
out_p16_vlinguistic_obfuscation,gpt-4-1106-preview,1,0
out_p16_vlinguistic_obfuscation,gpt-4-1106-preview,2,0
out_p16_vlinguistic_obfuscation,gpt-4-1106-preview,3,0
out_p16_vlinguistic_obfuscation,gpt-4-1106-preview,4,0
out_p16_vmath,gpt-4-1106-preview,0,1
out_p16_vmath,gpt-4-1106-preview,1,1
out_p16_vmath,gpt-4-1106-preview,2,1
out_p16_vmath,gpt-4-1106-preview,3,1
out_p16_vmath,gpt-4-1106-preview,4,1
out_p16_vparametrization,gpt-4-1106-preview,0,0
out_p16_vparametrization,gpt-4-1106-preview,1,0
out_p16_vparametrization,gpt-4-1106-preview,2,0
out_p16_vparametrization,gpt-4-1106-preview,3,0
out_p16_vparametrization,gpt-4-1106-preview,4,0
out_p17_vadversarial,gpt-4-1106-preview,0,1
out_p17_vadversarial,gpt-4-1106-preview,1,1
out_p17_vadversarial,gpt-4-1106-preview,2,1
out_p17_vadversarial,gpt-4-1106-preview,3,1
out_p17_vadversarial,gpt-4-1106-preview,4,1
out_p17_vcommon,gpt-4-1106-preview,0,1
out_p17_vcommon,gpt-4-1106-preview,1,1
out_p17_vcommon,gpt-4-1106-preview,2,1
out_p17_vcommon,gpt-4-1106-preview,3,1
out_p17_vcommon,gpt-4-1106-preview,4,1
out_p17_vlinguistic_obfuscation,gpt-4-1106-preview,0,1
out_p17_vlinguistic_obfuscation,gpt-4-1106-preview,1,1
out_p17_vlinguistic_obfuscation,gpt-4-1106-preview,2,0
out_p17_vlinguistic_obfuscation,gpt-4-1106-preview,3,1
out_p17_vlinguistic_obfuscation,gpt-4-1106-preview,4,1
out_p17_vmath,gpt-4-1106-preview,0,1
out_p17_vmath,gpt-4-1106-preview,1,1
out_p17_vmath,gpt-4-1106-preview,2,1
out_p17_vmath,gpt-4-1106-preview,3,1
out_p17_vmath,gpt-4-1106-preview,4,1
out_p17_vparametrization,gpt-4-1106-preview,0,1
out_p17_vparametrization,gpt-4-1106-preview,1,1
out_p17_vparametrization,gpt-4-1106-preview,2,1
out_p17_vparametrization,gpt-4-1106-preview,3,1
out_p17_vparametrization,gpt-4-1106-preview,4,1
out_p18_vadversarial,gpt-4-1106-preview,0,1
out_p18_vadversarial,gpt-4-1106-preview,1,1
out_p18_vadversarial,gpt-4-1106-preview,2,1
out_p18_vadversarial,gpt-4-1106-preview,3,1
out_p18_vadversarial,gpt-4-1106-preview,4,1
out_p18_vcommon,gpt-4-1106-preview,0,1
out_p18_vcommon,gpt-4-1106-preview,1,1
out_p18_vcommon,gpt-4-1106-preview,2,1
out_p18_vcommon,gpt-4-1106-preview,3,1
out_p18_vcommon,gpt-4-1106-preview,4,1
out_p18_vlinguistic_obfuscation,gpt-4-1106-preview,0,0
out_p18_vlinguistic_obfuscation,gpt-4-1106-preview,1,0
out_p18_vlinguistic_obfuscation,gpt-4-1106-preview,2,0
out_p18_vlinguistic_obfuscation,gpt-4-1106-preview,3,0
out_p18_vlinguistic_obfuscation,gpt-4-1106-preview,4,0
out_p18_vmath,gpt-4-1106-preview,0,1
out_p18_vmath,gpt-4-1106-preview,1,1
out_p18_vmath,gpt-4-1106-preview,2,1
out_p18_vmath,gpt-4-1106-preview,3,1
out_p18_vmath,gpt-4-1106-preview,4,1
out_p18_vparametrization,gpt-4-1106-preview,0,1
out_p18_vparametrization,gpt-4-1106-preview,1,1
out_p18_vparametrization,gpt-4-1106-preview,2,1
out_p18_vparametrization,gpt-4-1106-preview,3,1
out_p18_vparametrization,gpt-4-1106-preview,4,1
out_p19_vadversarial,gpt-4-1106-preview,0,1
out_p19_vadversarial,gpt-4-1106-preview,1,1
out_p19_vadversarial,gpt-4-1106-preview,2,0
out_p19_vadversarial,gpt-4-1106-preview,3,1
out_p19_vadversarial,gpt-4-1106-preview,4,1
out_p19_vcommon,gpt-4-1106-preview,0,1
out_p19_vcommon,gpt-4-1106-preview,1,1
out_p19_vcommon,gpt-4-1106-preview,2,1
out_p19_vcommon,gpt-4-1106-preview,3,1
out_p19_vcommon,gpt-4-1106-preview,4,1
out_p19_vlinguistic_obfuscation,gpt-4-1106-preview,0,1
out_p19_vlinguistic_obfuscation,gpt-4-1106-preview,1,1
out_p19_vlinguistic_obfuscation,gpt-4-1106-preview,2,1
out_p19_vlinguistic_obfuscation,gpt-4-1106-preview,3,1
out_p19_vlinguistic_obfuscation,gpt-4-1106-preview,4,1
out_p19_vmath,gpt-4-1106-preview,0,1
out_p19_vmath,gpt-4-1106-preview,1,1
out_p19_vmath,gpt-4-1106-preview,2,1
out_p19_vmath,gpt-4-1106-preview,3,1
out_p19_vmath,gpt-4-1106-preview,4,1
out_p19_vparametrization,gpt-4-1106-preview,0,1
out_p19_vparametrization,gpt-4-1106-preview,1,1
out_p19_vparametrization,gpt-4-1106-preview,2,1
out_p19_vparametrization,gpt-4-1106-preview,3,0
out_p19_vparametrization,gpt-4-1106-preview,4,1
out_p20_vadversarial,gpt-4-1106-preview,0,0
out_p20_vadversarial,gpt-4-1106-preview,1,0
out_p20_vadversarial,gpt-4-1106-preview,2,0
out_p20_vadversarial,gpt-4-1106-preview,3,0
out_p20_vadversarial,gpt-4-1106-preview,4,0
out_p20_vcommon,gpt-4-1106-preview,0,0
out_p20_vcommon,gpt-4-1106-preview,1,0
out_p20_vcommon,gpt-4-1106-preview,2,0
out_p20_vcommon,gpt-4-1106-preview,3,0
out_p20_vcommon,gpt-4-1106-preview,4,0
out_p20_vlinguistic_obfuscation,gpt-4-1106-preview,0,0
out_p20_vlinguistic_obfuscation,gpt-4-1106-preview,1,0
out_p20_vlinguistic_obfuscation,gpt-4-1106-preview,2,0
out_p20_vlinguistic_obfuscation,gpt-4-1106-preview,3,0
out_p20_vlinguistic_obfuscation,gpt-4-1106-preview,4,0
out_p20_vmath,gpt-4-1106-preview,0,1
out_p20_vmath,gpt-4-1106-preview,1,0
out_p20_vmath,gpt-4-1106-preview,2,1
out_p20_vmath,gpt-4-1106-preview,3,0
out_p20_vmath,gpt-4-1106-preview,4,0
out_p20_vparametrization,gpt-4-1106-preview,0,0
out_p20_vparametrization,gpt-4-1106-preview,1,0
out_p20_vparametrization,gpt-4-1106-preview,2,0
out_p20_vparametrization,gpt-4-1106-preview,3,0
out_p20_vparametrization,gpt-4-1106-preview,4,0
out_p21_vadversarial,gpt-4-1106-preview,0,0
